ヘッダー
ファイルバージョン,1.01.01
ソフトウェアバージョン,1.04
ファームウェアバージョン,1.02
FPGAバージョン,1A25
ヘッドセット FPGAバージョン,272B
計測モード,Wireless monitor
計測コントローラ ID,A
計測ID,A20230613212009
計測コメント,tohma_odoball_2
ユーザー情報
ID,
Name,ooshio360
Comment,ooshio360
Age,  1y
Sex,Male
解析情報
Hb移動平均[s],OFF
プローブ情報
プローブモード,(B)2x4
プローブID,PROBE095
mPD反映,X
自動レーザー出力設定方式,Auto（自動）
プローブ調整平均値算出回数,10
外光判定閾値[%],40
アンダー判定閾値[%],30
オーバー判定閾値[%],80
レーザーチャンネル,LD1(705.0),LD1(830.0),LD2(705.0),LD2(830.0),LD3(705.0),LD3(830.0),LD4(705.0),LD4(830.0),LD5(705.0),LD5(830.0),LD6(705.0),LD6(830.0),LD7(705.0),LD7(830.0),LD8(705.0),LD8(830.0)
計測チャンネル,CH1(-.-),CH1(-.-),CH2(-.-),CH2(-.-),CH3(-.-),CH3(-.-),CH4(-.-),CH4(-.-),CH5(-.-),CH5(-.-),CH6(-.-),CH6(-.-),CH7(705.0),CH7(830.0),CH8(705.0),CH8(830.0),CH9(705.0),CH9(830.0),CH10(705.0),CH10(830.0),CH11(705.0),CH11(830.0),CH12(705.0),CH12(830.0),CH13(705.0),CH13(830.0),CH14(705.0),CH14(830.0),CH15(705.0),CH15(830.0),CH16(705.0),CH16(830.0),CH17(-.-),CH17(-.-),CH18(-.-),CH18(-.-),CH19(-.-),CH19(-.-),CH20(-.-),CH20(-.-),CH21(-.-),CH21(-.-),CH22(-.-),CH22(-.-)
除去チャネル,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
故障レーザーチャンネル,-,-,-,-,-,-,-,-,-,-,-,-,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,-,-,-,-
レーザー設定,-,-,-,-,-,-,-,-,-,-,-,-,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力目標値(Po)[mW] - Off,-,-,-,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力目標値(Po)[mW] - Low,-,-,-,-,-,-,-,-,-,-,-,-,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力目標値(Po)[mW] - High,-,-,-,-,-,-,-,-,-,-,-,-,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力設定値(If)[mA],-,-,-,-,-,-,-,-,-,-,-,-,23.17,24.37,23.17,24.37,22.12,24.49,22.12,24.49,21.77,23.76,22.12,24.49,21.77,23.76,21.77,23.76,22.15,23.55,22.15,23.55,-,-,-,-,-,-,-,-,-,-,-,-
レーザー調整係数,8.000,8.000
レーザー調整基準レーザー出力(Po)[mW],4.00,4.00
レーザー調整基準レーザー出力(Vm)[V],0.50,0.50
プローブ調整結果,-,-,-,-,-,-,-,-,Normal,Normal,-,-,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,-,-,Normal,Normal,-,-,-,-,-,-,-,-
計測情報
計測日時,2023/06/13 21:20:59
計測タイプ,Stim
プリスキャン時間[s],10.0
マーク入力タイプ,Manual
マーククラス,A,B,C,D,E,F,G,H,I,J
マーク名称,Stim A,Stim B,Stim C,Stim D,Stim E,Stim F,Stim G,Stim H,Stim I,Stim J
マーク刺激時間[s],15,15,15,15,15,15,15,15,15,15
マーク刺激間隔時間[s],30,30,30,30,30,30,30,30,30,30
マーク繰り返し回数,3



データ
携帯制御ボックス番号69(Deoxy),CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,CH19,CH20,CH21,CH22,Mark,Time,PreScan,HbOffset
525,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.35967472,0.03820792,0.05284245,-0.02779554,-0.04178691,0.02845053,-0.08317615,0.03362162,-0.01746394,0.01232284,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:54.0,0,0
526,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.29699385,-0.03185572,0.00793087,-0.08882416,-0.07167537,-0.00472617,-0.10184814,-0.00239977,-0.03608603,-0.00252711,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:54.0,0,0
527,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.35408640,0.03952255,0.05380156,-0.02588038,-0.03950452,0.02663230,-0.07656429,0.03642004,-0.02496165,-0.00734911,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:54.0,0,0
528,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.35252795,0.04833454,0.07048868,-0.00043834,-0.00761397,0.03617731,-0.04670778,0.07758112,-0.01333291,0.05160638,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:54.0,0,0
529,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.36250457,0.04119122,0.05851455,0.00140281,-0.00614275,0.02798434,-0.04338064,0.07837434,-0.01726989,0.07019342,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:55.0,0,0
530,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.30882531,-0.01994627,0.04868213,-0.03498115,-0.02674161,0.01165086,-0.05792528,0.05548827,-0.02690176,0.09146101,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:55.0,0,0
531,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.35772678,0.03686808,0.06552523,-0.01316825,-0.01165680,0.02636615,-0.04853943,0.07137827,-0.01776896,0.14526062,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:55.0,0,0
532,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.31427762,0.04177106,0.06756283,-0.03331757,-0.00064849,0.03402413,-0.04012502,0.08604121,-0.01291250,0.13684611,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:55.0,0,0
533,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.25173789,0.02103218,0.06170262,-0.01756979,-0.00234655,0.02366281,-0.04342958,0.08232927,-0.01525998,0.14033312,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:55.0,0,0
534,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.20858955,-0.05165503,0.03359219,-0.09371178,-0.03609024,0.00229938,-0.06813931,0.04394211,-0.03046563,0.09343142,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:56.0,0,0
535,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.26465848,0.02214898,0.08605681,-0.00143879,-0.01188468,0.03180126,-0.04875769,0.07159265,-0.01795769,0.11978900,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:56.0,0,0
536,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.30349040,0.03449245,0.08980217,-0.02094206,-0.00221382,0.03222100,-0.04387298,0.08422354,-0.00960109,0.10362604,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:56.0,0,0
537,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.37201262,0.04578437,0.08853235,-0.00931906,-0.00342936,0.03276331,-0.04663440,0.08065624,-0.01518175,0.11102919,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:56.0,0,0
538,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.31223953,0.00124585,0.07330447,-0.02611851,-0.01723686,0.02594522,-0.05277335,0.06440865,-0.02046978,0.09140680,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:56.0,0,0
539,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.35667640,0.03149538,0.08110394,-0.02927027,-0.00945088,0.03449255,-0.05168105,0.07673398,-0.01197510,0.09886197,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:57.0,0,0
540,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.34369737,0.04272658,0.08881442,0.04283110,-0.00294196,0.04029039,-0.04707267,0.07903302,-0.00977612,0.12852208,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:57.0,0,0
541,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.35239607,0.03993938,0.06674410,-0.00585137,-0.00206452,0.02935988,-0.04667133,0.07559828,-0.02136698,0.12352432,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:57.0,0,0
542,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.32554546,0.00429846,0.07008109,0.00420324,-0.02265022,0.02608958,-0.06422012,0.04956578,-0.02194809,0.14802292,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:57.0,0,0
543,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.34149215,0.03429313,0.07801200,-0.03774928,-0.02148711,0.03731800,-0.06630863,0.05254382,-0.00274067,0.21119478,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:57.0,0,0
544,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.28815904,0.02899985,0.07996429,-0.01644671,-0.03419566,0.03715137,-0.08274075,0.02928255,-0.00322470,0.24069130,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:58.0,0,0
545,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.30445400,0.02813319,0.07400662,-0.01995415,-0.03930644,0.03453593,-0.08969752,0.02181519,-0.00524673,0.19067818,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:58.0,0,0
546,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.22991928,-0.04050524,0.05341546,-0.07037465,-0.06498189,0.01794444,-0.10474824,-0.01186237,-0.02121769,0.16829707,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:58.0,0,0
547,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.27283013,0.01371834,0.08260299,-0.03223000,-0.04822389,0.04036974,-0.09275731,0.01054120,-0.00212797,0.19412498,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:58.0,0,0
548,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.30382597,0.02466767,0.08819903,-0.01575791,-0.03715532,0.04149073,-0.08362168,0.02121191,0.00523342,0.17761479,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:58.0,0,0
549,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.29840007,0.02195367,0.08169685,-0.01889438,-0.02444476,0.03798899,-0.06913974,0.03284382,0.00150995,0.16091645,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:59.0,0,0
550,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.30680376,-0.06152323,-0.02306103,-0.12941565,-0.07117701,-0.03998984,-0.09994511,-0.04653410,-0.05764378,0.12562324,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:59.0,0,0
551,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.38137797,0.03102181,0.09223997,-0.00735548,-0.03316412,0.04347982,-0.07391980,0.01604132,0.00109020,0.13351598,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:59.0,0,0
552,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.41419229,0.04973548,0.08963758,-0.02152891,-0.02496297,0.04179426,-0.06626464,0.02842173,0.00713308,0.15560943,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:59.0,0,0
553,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.41350025,0.04528940,0.07531503,-0.04593664,-0.01742475,0.03306699,-0.05929489,0.03323750,0.00254311,0.19903736,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:59.0,0,0
554,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.35593155,-0.00452380,0.00209949,-0.10814511,-0.06133682,-0.01848985,-0.09441985,-0.02788921,-0.05623601,0.15719932,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:23:00.0,0,0
555,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.36446109,0.01473733,0.07065405,-0.10175586,-0.02972322,0.03325789,-0.06883144,0.01858106,0.00307650,0.24829023,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:23:00.0,0,0
556,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.38066646,0.03989280,0.07436734,-0.10295385,-0.04168376,0.03542775,-0.08567979,0.01722427,0.01096353,0.28673008,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:23:00.0,0,0
557,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.37191033,0.03380451,0.05808422,-0.12685166,-0.03843902,0.02459440,-0.08261436,0.01876786,0.00366624,0.28085685,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:23:00.0,0,0
558,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.35011587,0.02047787,0.04077526,-0.13827914,-0.03187622,0.01533275,-0.08089665,0.02033804,-0.01851251,0.19793713,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:23:00.0,0,0
559,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.33764872,-0.00612791,0.04132869,-0.15749316,-0.04903712,0.01381006,-0.08896869,0.00404275,-0.02005911,0.15784004,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:23:01.0,0,0
560,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.37637067,0.02805684,0.06409987,-0.13872412,-0.04014745,0.02280879,-0.08633315,0.01699547,0.00023607,0.18541299,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:23:01.0,0,0
561,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.37486994,0.03889001,0.06120430,-0.12142126,-0.03088816,0.02698518,-0.07717020,0.02789395,-0.00261912,0.20165575,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:23:01.0,0,0
562,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.35051829,0.01824687,0.05461634,-0.11707892,-0.01973441,0.01593299,-0.06767876,0.03575480,0.00053553,0.17997350,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:23:01.0,0,0
563,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.22004460,-0.09674759,-0.03489612,-0.21562190,-0.05369096,-0.04635517,-0.08196245,-0.00579053,-0.04238212,0.22028027,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:23:01.0,0,0
564,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.29067650,0.01683603,0.06643447,-0.11175345,-0.01095845,0.02609460,-0.05197679,0.05019399,-0.00249245,0.23895593,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:23:02.0,0,0
565,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.29865757,0.02268460,0.06573556,-0.12684122,0.00552061,0.02635834,-0.03608092,0.07837716,0.00646140,0.32618532,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:23:02.0,0,0
566,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.26206827,0.00357873,0.05044852,-0.12002959,0.00659056,0.01240908,-0.03517568,0.07714453,0.00199707,0.30906647,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:23:02.0,0,0
567,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.19816129,-0.05711190,-0.03930943,-0.18658137,-0.03477087,-0.04910622,-0.06462284,0.01214717,-0.06732668,0.18630259,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:23:02.0,0,0
568,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.21256779,-0.00167166,0.06906675,-0.08859362,0.01028253,0.02310521,-0.03299049,0.07937717,-0.00050615,0.20449851,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:23:02.0,0,0
569,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.18611826,-0.00128725,0.08128868,-0.04784745,0.01384378,0.03078775,-0.03312689,0.09060525,0.00469456,0.23735023,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:23:03.0,0,0
570,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.16674575,-0.00864506,0.05987238,-0.06082138,0.01388911,0.01465024,-0.03497387,0.08678859,-0.00148812,0.26897287,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:23:03.0,0,0
571,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.17673762,-0.01235693,0.02611888,-0.07984297,0.01062846,-0.00421930,-0.03030089,0.07090960,-0.04232091,0.19211501,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:23:03.0,0,0
572,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.19937353,-0.01567849,0.04980097,-0.11890598,-0.00367392,0.01175636,-0.04830676,0.06792652,-0.01088281,0.23914319,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:23:03.0,0,0
573,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.20637791,-0.00666459,0.06733749,-0.08807632,0.00833420,0.02250177,-0.03764916,0.08420271,0.00321533,0.26229897,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:23:03.0,0,0
574,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.21833791,0.00475128,0.06131735,-0.09243280,0.01611110,0.01960107,-0.02763934,0.09112640,0.00039653,0.23643978,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:23:04.0,0,0
575,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.18304177,-0.00819113,0.05288892,-0.09635284,0.02310566,0.01724146,-0.02188797,0.09509925,-0.00093641,0.25443724,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:23:04.0,0,0
576,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.10417403,-0.09845076,0.01342669,-0.10448498,-0.00056732,-0.01780305,-0.03492257,0.06356635,-0.02513434,0.21438283,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:23:04.0,0,0
577,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.16934475,-0.00521778,0.07027446,-0.04222991,0.02282912,0.02284264,-0.01456755,0.09219680,-0.00520575,0.21404195,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:23:04.0,0,0
578,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.19347689,0.01042352,0.08517949,-0.01974015,0.03536952,0.03400825,-0.00405981,0.11042450,0.00434006,0.21481211,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:23:04.0,0,0
579,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.14840403,-0.01218518,0.07139605,-0.02256433,0.03161275,0.02277509,-0.01292474,0.10381474,-0.00015778,0.19615346,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:23:05.0,0,0
580,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.13879196,-0.03549123,-0.01010163,-0.07218118,-0.00838732,-0.03349017,-0.04605425,0.03645652,-0.06587892,0.13950048,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:23:05.0,0,0
581,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.13551073,-0.02319220,0.06865641,-0.02324339,0.01662880,0.02002251,-0.02558804,0.08627126,-0.00904608,0.09186316,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:23:05.0,0,0
582,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.18902324,0.00417205,0.08855156,0.01183021,0.02510864,0.03264260,-0.01783091,0.10107873,-0.00276225,0.08354359,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:23:05.0,0,0
583,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.20299828,-0.00060903,0.07450587,0.00556223,0.02829179,0.02234343,-0.01584671,0.09972844,-0.00927603,0.05068106,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:23:05.0,0,0
584,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.19416651,-0.00643661,0.05478003,-0.01042686,0.02241134,0.01274286,-0.02371138,0.08738368,-0.02779760,0.04319515,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:23:06.0,0,0
585,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.16131175,-0.02694446,0.06498369,-0.01538588,0.01355061,0.01595881,-0.02356339,0.08745522,-0.01846384,0.07269770,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:23:06.0,0,0
586,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.20895293,0.00162817,0.08266442,0.02023976,0.01875713,0.02462754,-0.01923476,0.09483889,-0.00575314,0.12518919,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:23:06.0,0,0
587,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.22823207,0.00560513,0.07775376,-0.00179695,0.02268703,0.02382607,-0.01747418,0.09899195,-0.00349657,0.13324198,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:23:06.0,0,0
588,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.23271830,0.00410375,0.06203027,-0.02725358,0.02563765,0.01721530,-0.01667682,0.10071539,-0.00479921,0.15716065,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:23:06.0,0,0
589,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.18200290,-0.08454700,-0.01164561,-0.06042777,-0.02107712,-0.04240397,-0.04944286,0.04181751,-0.04492356,0.12889248,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:23:07.0,0,0
590,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.18710545,0.00485242,0.07953165,-0.00147883,0.01854617,0.02601281,-0.02284858,0.09177336,-0.01122223,0.14139813,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:23:07.0,0,0
591,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.16841476,0.00930191,0.08210674,-0.04370872,0.02856446,0.03274546,-0.01518363,0.10987030,-0.00309530,0.14511167,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:23:07.0,0,0
592,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.16489682,-0.00321701,0.06686648,-0.04071189,0.02772458,0.01997318,-0.01727902,0.10635350,-0.00773661,0.12516847,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:23:07.0,0,0
593,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.17307368,-0.00638924,0.03606860,-0.01797508,0.00246312,-0.00418476,-0.04009622,0.06224284,-0.04847553,0.07556660,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:23:07.0,0,0
594,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.18409325,-0.01567932,0.07241238,0.00670267,0.01114402,0.01786062,-0.02532818,0.08765302,-0.01304253,0.15628654,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:23:08.0,0,0
595,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.22188132,0.00526164,0.09936430,0.07043672,0.00435937,0.02954161,-0.03720607,0.08476307,-0.00128976,0.17717525,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:23:08.0,0,0
596,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.22782388,0.01199043,0.09385711,0.07139244,0.03185694,0.02604864,-0.00497437,0.12210846,-0.00612612,0.15754686,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:23:08.0,0,0
597,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.20630984,0.00300197,0.08246162,0.05682477,0.02812016,0.02096870,-0.01358571,0.11232848,-0.00567669,0.17551425,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:23:08.0,0,0
598,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.16009597,-0.06964546,0.04112104,0.00867517,0.00224663,-0.01100622,-0.03501012,0.08686198,-0.02575475,0.15162428,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:23:08.0,0,0
599,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.21383369,0.00661359,0.08245027,0.05576502,0.01761801,0.02143523,-0.02558414,0.10699777,-0.01313893,0.17698480,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:23:09.0,0,0
600,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.21771447,0.01902565,0.09420480,0.07079534,0.02566258,0.02709447,-0.02043326,0.11789530,-0.00409436,0.19871266,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:23:09.0,0,0
601,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.19109257,0.00361500,0.07973047,0.05964483,0.01686254,0.01864339,-0.02903435,0.10900005,-0.01056414,0.12555221,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:23:09.0,0,0
